cadeia,latitude,longitude,referencia_cadastral,uso_cadastral,area_edificio_m2,contexto,status_volta,motivo,fonte_area
Carrefour,40.430294,-3.6498011,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.3255,-3.8566,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.542849,-5.666357,4747808TP8244N,1_residential,473.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.12778105839106,-5.445072800003532,0010311TF8001S,4_2_retail,104.6,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,36.72163772503639,-4.441151023310982,1451106UF7615S,1_residential,1254.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,35.28882654733792,-2.953836299999238,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.301704,-2.992574,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.13745396315154,-5.448396352149681,9722506TF7092S,1_residential,878.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.462186910179256,-3.68725013435922,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.69366182016921,-4.451241070249976,0320103UF7602S,4_2_retail,872.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.51369946106772,-4.876900670552281,2027101UF3422N,4_2_retail,1655.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.61195862277395,-4.51422345152071,4730206UF6543S,3_industrial,316.4,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,40.41687,-3.669085,3445309VK4734E,1_residential,460.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.74052591102903,-4.055022810432847,0904908VL1110N,1_residential,2048.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.50893925441877,-6.275948507817112,4040903QA4444A,1_residential,1613.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.71286651228751,-4.437837429447726,1741801UF7614S,4_3_publicServices,762.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,37.37174841412268,-5.98286403891524,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.60076276430584,-4.531859270016077,3119102UF6531N,4_2_retail,1917.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.334197,-3.861887,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.51728217017566,-6.276113047322477,4049201QA4444G,4_2_retail,1476.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.59850145271508,-4.539002112468014,2516601UF6521N,4_2_retail,1222.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,37.605703,-0.987377,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.48468003329484,-4.979205328604797,2896101UF2329N,4_2_retail,1255.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.398584287154726,-3.69656432702325,0923506VK4702D,1_residential,581.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,37.39315238899653,-5.981667026590528,6228011TG3462N,1_residential,1733.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.5263,-6.284303,2961303QA4426B,3_industrial,117.9,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,40.811031423515146,-3.768791584704137,5282402VL3158S,1_residential,3938.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,41.829812173849945,-5.962938291166323,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.488988,-3.661872,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.36717908631905,-5.227481400417512,0372924UF0207S,1_residential,634.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.72355872740909,-4.396623011998756,5453116UF7655S,1_residential,481.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.51080705178951,-4.888874484501805,0924101UF3402S,1_residential,2388.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.59841758497422,-4.518185770551669,4215908UF6541N,4_2_retail,1115.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.43155753512181,-5.12360051195869,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.212399,-3.579441,0817808VK5501N,4_1_office,1080.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.43230219160208,-3.655001344225453,4561507VK4746B,1_residential,1106.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.83576,-2.46154,8271006WF4787S,1_residential,579.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.783889,-6.351647,6543328QA3764C,1_residential,1685.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,37.38298048526536,-5.975081963844088,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.73780968899258,-6.438997709880394,8790102QA2689B,4_2_retail,1264.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.473893497467095,-5.005002347690067,0485104UF2308N,4_2_retail,1583.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.50979288050274,-4.910148743957523,9024107UF2492S,4_2_retail,2189.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,43.2301187,-2.8460403,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.50430005121004,-4.809601042007315,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.44856808101984,-3.7007154185036937,0679518VK4707H,1_residential,441.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,41.33591,-1.21976,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,28.48681345849668,-16.38917544223036,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,28.378975536940587,-16.700377221161897,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.49599755837319,-4.776629577175415,0906103UF4400N,4_2_retail,1826.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.350555,-3.904195,3273006VK2637S,4_1_office,408.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,41.376661,2.172004,0810606DF3801B,1_residential,1593.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,35.88699481870409,-5.31232384372484,1441018TE9714S,1_residential,1111.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.41672896186896,-5.159363198793849,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,28.4366,-16.2823,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.758699103935086,-3.8705004325292167,2688610VF2628N,4_2_retail,1166.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.4201337043648,-6.149618913585154,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,28.213449323904666,-16.423221515120296,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.65326,-4.7244,6529204UM5162H,1_residential,387.9,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,43.53191762050666,-5.949371482132724,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.83301,-1.642295,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,28.07577015030937,-16.687901001844892,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.710718,-4.462654,9439501UF6693N,1_residential,2340.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,43.539772,-5.661488,5144004TP8254S,1_residential,329.6,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,36.62222162820554,-4.497777283112859,6242009UF6564S,4_2_retail,634.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,39.00593906533573,-3.756391353248752,13083A03900023,4_2_retail,484.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.395204,-3.759934,5420503VK3752A,1_residential,449.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,37.188042,-3.614392,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.631943323782586,-4.492779811657172,6653005UF6565S,4_2_retail,948.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.4208542860373,-3.7061339886425193,0249411VK4704G,4_2_retail,1076.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,39.46906243116416,-0.3772910512104958,5723703YJ2752D,4_1_office,889.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.49302086981963,-3.6109057280918826,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.397867489734665,2.1741043286519086,1035716DF3813E,1_residential,2200.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.42997533653307,-3.674266975890928,2959218VK4725H,1_residential,766.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,43.059074,-1.955778,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.059312,-1.957134,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.54867542343149,-3.643711836247293,5690415VK4859S,1_residential,231.8,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,41.69382803965157,1.838889271163771,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.71774807980226,-4.424919787414055,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,38.53469397699663,-0.2070825555613548,000000700YH46G,4_2_retail,962.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.965533,-5.652772,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,37.108352,-3.641002,3173411VG4037S,1_residential,2331.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.52437284150829,-5.046650340563721,6842204UF1464S,1_residential,31.0,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,36.432,-5.1747,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,39.53211310316164,2.7271431720017927,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.1297520699854,-8.816806774932259,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.6682,2.7159,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.46483954381592,-3.639302281504404,5997404VK4759H,1_residential,2918.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.74767065943257,-3.880636193794216,1574801VF2617S,1_residential,1396.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.74110896680798,-3.5831279267133462,8165201VF4686E,4_2_retail,1613.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,41.6691,2.7159,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.32474287225644,-5.876166375456111,6911104TP6061S,3_industrial,347.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,40.334916,-3.769472,4754802VK3645S,1_residential,286.6,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,43.45548,-3.814,4320710VP3142A,1_residential,1249.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,42.94398139634217,-1.2637427945901454,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.19345424389648,-8.651740596954705,36033A03800414,3_industrial,1148.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
